Order_ID,Product_Key,Sales
CA-2015-109904,888,17.94
CA-2015-109918,1820,83.92
CA-2015-109918,1560,20.56
CA-2015-109918,1873,27.36
CA-2015-109932,130,10.688
CA-2015-109932,602,237.096
CA-2015-110030,567,23.976
CA-2015-110065,1634,15.96
CA-2015-110065,1248,135.99
CA-2015-110072,140,93.888
CA-2015-110100,1437,302.376
CA-2015-110184,18,249.75
CA-2015-110184,893,255.936
CA-2015-110219,65,127.869
CA-2015-110352,433,23.68
CA-2015-110408,1221,545.88
CA-2015-110408,199,275.97
CA-2015-110408,1220,1394.95
CA-2015-110527,958,20.88
CA-2015-110555,256,87.08
CA-2015-110555,1542,217.44
CA-2015-110555,512,105.584
CA-2015-110611,196,83.92
CA-2015-110639,1322,25.92
CA-2015-110639,502,45.92
CA-2015-110786,1489,24.9
CA-2015-110786,1553,70.56
CA-2015-110786,577,14.352
CA-2015-110786,943,274.77
CA-2015-110786,1169,21.12
CA-2015-110786,968,767.952
CA-2015-110786,522,191.976
CA-2015-110849,1563,10.75
CA-2015-110849,844,13.12
CA-2015-110849,198,11.62
CA-2015-110849,1572,287.968
CA-2015-111003,284,289.2
CA-2015-111003,283,45.48
CA-2015-111059,561,13.272
CA-2015-111059,273,83.84
CA-2015-111150,760,29.68
CA-2015-111150,237,47.53
CA-2015-111192,1551,1367.84
CA-2015-111451,271,230.352
CA-2015-111451,272,218.352
CA-2015-111451,270,300.416
CA-2015-111451,273,78.6
CA-2015-111451,274,27.552
CA-2015-111500,1384,17.96
CA-2015-111500,1100,12.67
CA-2015-111500,1150,114.2
CA-2015-111500,107,339.96
CA-2015-111773,1479,13.92
CA-2015-111857,1196,48.91
CA-2015-111871,1630,1198.33
CA-2015-111899,1586,37.84
CA-2015-111899,1735,5.472
CA-2015-111934,1001,11.88
CA-2015-111934,261,35.44
CA-2015-111962,1393,10.048
CA-2015-111962,773,807.75
CA-2015-112158,594,883.92
CA-2015-112158,350,46.72
CA-2015-112158,249,119.96
CA-2015-112326,615,3.54
CA-2015-112326,614,11.784
CA-2015-112326,422,272.736
CA-2015-112403,806,0.852
CA-2015-112718,1076,1.167
CA-2015-112837,102,127.95
CA-2015-112851,1726,182.94
CA-2015-113047,1453,11.85
CA-2015-113166,361,9.568
CA-2015-113271,1630,119.833
CA-2015-113271,1072,5.56
CA-2015-113271,99,14.304
CA-2015-113271,13,32.4
CA-2015-113320,51,9.24
CA-2015-113320,1017,12.54
CA-2015-113320,387,8.94
CA-2015-113362,440,11.07
CA-2015-113362,439,449.15
CA-2015-113383,1166,254.9
CA-2015-113383,571,81.92
CA-2015-113579,1123,90.24
CA-2015-113768,1357,279.456
CA-2015-113768,1763,8.0
CA-2015-113859,169,340.116
CA-2015-113880,84,634.116
CA-2015-113880,1782,17.472
CA-2015-113887,421,55.48
CA-2015-113929,1473,35.0
CA-2015-113929,92,39.552
CA-2015-113929,1472,41.4
CA-2015-113964,69,18.464
CA-2015-114125,45,41.904
CA-2015-114125,1381,2.88
CA-2015-114125,1210,23.92
CA-2015-114181,908,349.965
CA-2015-114181,804,22.32
CA-2015-114251,1319,273.568
CA-2015-114251,722,13.194
CA-2015-114251,915,1080.096
CA-2015-114251,559,51.56
CA-2015-114251,1328,58.416
CA-2015-114314,1365,8.92
CA-2015-114314,3,7.31
CA-2015-114321,1485,500.24
CA-2015-114321,1188,896.99
CA-2015-114321,1632,20.12
CA-2015-114335,1839,337.088
CA-2015-114433,1245,149.97
CA-2015-114510,1356,33.088
CA-2015-114510,1588,62.048
CA-2015-114510,464,80.98
CA-2015-114510,690,21.36
CA-2015-114510,1720,82.8
CA-2015-114517,983,53.316
CA-2015-114517,557,56.52
CA-2015-114643,1171,14.52
CA-2015-114790,418,146.76
CA-2015-114790,1484,14.94
CA-2015-114790,685,32.96
CA-2015-114790,475,587.97
CA-2015-115056,940,26.136
CA-2015-115084,1749,605.34
CA-2015-115133,1843,16.704
CA-2015-115133,1560,32.896
CA-2015-115133,1871,3.152
CA-2015-115161,1118,290.666
CA-2015-115259,114,130.464
CA-2015-115259,112,4.72
CA-2015-115259,111,40.096
CA-2015-115259,113,23.976
CA-2015-115336,503,14.48
CA-2015-115357,926,62.91
CA-2015-115791,757,127.104
CA-2015-115791,589,18.588
CA-2015-115791,303,30.072
CA-2015-115791,305,124.2
CA-2015-115812,6,48.86
CA-2015-115812,11,1706.184
CA-2015-115812,10,114.9
CA-2015-115812,7,7.28
CA-2015-115812,9,18.504
CA-2015-115812,12,911.424
CA-2015-115812,8,907.152
CA-2015-115889,248,362.92
CA-2015-115889,1141,46.384
CA-2015-115973,349,2.624
CA-2015-115980,53,6.54
CA-2015-115980,1446,2.97
CA-2015-116190,1286,67.88
CA-2015-116190,1714,25.71
CA-2015-116190,50,162.89
CA-2015-116239,1054,354.9
CA-2015-116246,489,3785.292
CA-2015-116407,78,333.056
CA-2015-116407,1050,4.224
CA-2015-116407,572,24.896
CA-2015-116568,1357,186.304
CA-2015-116666,309,1799.97
CA-2015-116673,1411,6.16
CA-2015-116757,468,21.312
CA-2015-116757,516,25.92
CA-2015-116785,1057,21.4
CA-2015-116785,1759,12.6
CA-2015-116834,1149,63.47
CA-2015-116834,1644,345.0
CA-2015-116904,632,12.94
CA-2015-116904,1654,9449.95
CA-2015-116904,985,32.4
CA-2015-116904,464,404.9
CA-2015-116932,449,801.568
CA-2015-116932,1180,272.848
CA-2015-116932,1179,99.2
CA-2015-117016,316,15.552
CA-2015-117317,1067,13.44
CA-2015-117345,94,44.128
CA-2015-117345,1164,62.92
CA-2015-117345,3,17.544
CA-2015-117345,128,78.304
CA-2015-117429,603,129.92
CA-2015-117464,1192,717.72
CA-2015-117464,1181,170.352
CA-2015-117464,656,11.52
CA-2015-117464,396,236.5
CA-2015-117478,350,6.57
CA-2015-117639,767,2715.93
CA-2015-117639,768,617.97
CA-2015-117709,680,46.8
CA-2015-117765,169,161.96
CA-2015-117765,988,429.9
CA-2015-117765,28,32.06
CA-2015-117765,340,19.86
CA-2015-118192,1571,3.438
CA-2015-118192,718,37.408
CA-2015-118276,1706,8.736
CA-2015-118304,437,19.98
CA-2015-118339,596,93.78
CA-2015-118339,960,19.68
CA-2015-118339,962,35.88
CA-2015-118339,961,53.4
CA-2015-118339,959,47.18
CA-2015-118962,165,340.144
CA-2015-118962,163,20.94
CA-2015-118962,164,110.96
CA-2015-118976,1138,5.34
CA-2015-118976,1136,20.86
CA-2015-118976,824,3.15
CA-2015-118976,1137,497.61
CA-2015-119032,1025,3.76
CA-2015-119144,581,305.9745
CA-2015-119144,158,344.91
CA-2015-119144,779,79.968
CA-2015-119151,1133,275.952
CA-2015-119151,1380,1117.92
CA-2015-119172,929,104.58
CA-2015-119172,1782,17.472
CA-2015-119375,1506,124.41
CA-2015-119375,691,57.75
CA-2015-119375,1086,2934.33
CA-2015-119466,1466,8.544
CA-2015-119529,621,5.76
CA-2015-119977,1030,123.92
CA-2015-120096,1279,32.432
CA-2015-120096,1508,177.536
CA-2015-120243,874,11.56
CA-2015-120278,1378,245.88
CA-2015-120278,934,12.39
CA-2015-120278,1022,22.58
CA-2015-120278,770,36.63
CA-2015-120411,1630,493.43
CA-2015-120411,1103,11.12
CA-2015-120432,1801,25.5
CA-2015-120474,1143,2807.84
CA-2015-120474,1144,46.64
CA-2015-120544,747,6.368
CA-2015-120544,1062,34.176
CA-2015-120544,1446,5.544
CA-2015-120670,1353,799.92
CA-2015-120768,71,1819.86
CA-2015-120768,997,152.76
CA-2015-120768,521,7.27
CA-2015-120775,1104,31.776
CA-2015-120775,99,1.788
CA-2015-120775,1869,15.072
CA-2015-120775,1100,4.344
CA-2015-120775,648,4.928
CA-2015-120838,552,330.4
CA-2015-120838,1575,604.752
CA-2015-120852,541,19.432
CA-2015-120852,970,65.44
CA-2015-120887,290,87.54
CA-2015-121006,505,563.94
CA-2015-121006,1581,3.9
CA-2015-121006,1023,12.84
CA-2015-121006,221,15.84
CA-2015-121006,524,535.41
CA-2015-121006,1029,62.94
CA-2015-121167,836,17.248
CA-2015-121286,947,58.24
CA-2015-121286,206,8.376
CA-2015-121573,1008,48.896
CA-2015-121573,703,7.856
CA-2015-121573,475,783.96
CA-2015-121629,1105,998.85
CA-2015-121664,722,140.736
CA-2015-121727,88,10.72
CA-2015-121762,1378,81.96
CA-2015-121762,1441,238.62
CA-2015-121762,1117,239.97
CA-2015-121769,1695,172.11
CA-2015-122070,934,9.912
CA-2015-122070,1526,247.84
CA-2015-122217,1398,111.15
CA-2015-122336,314,17.856
CA-2015-122336,14,509.97
CA-2015-122336,129,30.992
CA-2015-122336,315,71.928
CA-2015-122567,951,7.96
CA-2015-122567,758,1.08
CA-2015-122588,757,52.96
CA-2015-122679,349,19.68
CA-2015-122749,1223,479.96
CA-2015-122882,1104,42.368
CA-2015-122882,880,64.784
CA-2015-122882,1105,399.54
CA-2015-122882,839,32.382
CA-2015-122931,831,67.176
CA-2015-122931,1180,409.272
CA-2015-122931,1287,4.224
CA-2015-122931,1650,55.44
CA-2015-122931,1233,20.928
CA-2015-122931,463,1801.632
CA-2015-123064,1211,5.248
CA-2015-123127,1641,16.78
CA-2015-123225,1577,10.368
CA-2015-123225,1161,575.968
CA-2015-123253,285,3.912
CA-2015-123260,178,176.8
CA-2015-123295,398,259.136
CA-2015-123316,513,7.752
CA-2015-123323,722,123.144
CA-2015-123344,46,211.96
CA-2015-123400,1008,18.336
CA-2015-123400,1429,180.96
CA-2015-123477,1279,64.864
CA-2015-123498,1327,26.046
CA-2015-123498,1526,74.352
CA-2015-123855,141,139.8
CA-2015-123925,826,40.05
CA-2015-124023,1085,8.96
CA-2015-124079,1154,87.96
CA-2015-124079,536,5.214
CA-2015-124247,1143,1403.92
CA-2015-124394,836,10.78
CA-2015-124394,969,119.976
CA-2015-124429,226,567.12
CA-2015-124429,439,359.32
CA-2015-124464,650,39.48
CA-2015-124478,1116,53.88
CA-2015-124478,1106,167.535
CA-2015-124478,119,38.34
CA-2015-124478,1600,549.99
CA-2015-124478,1544,299.98
CA-2015-124513,673,66.03
CA-2015-124618,859,479.984
CA-2015-124646,756,501.81
CA-2015-124646,402,161.94
CA-2015-124688,1038,29.12
CA-2015-124688,1400,1202.94
CA-2015-124688,1145,579.95
CA-2015-124702,575,137.54
CA-2015-124702,972,730.2
CA-2015-124709,1212,238.0
CA-2015-124723,1122,489.23
CA-2015-124730,889,17.088
CA-2015-124730,62,12.912
CA-2015-124730,325,93.15
CA-2015-124730,752,11.52
CA-2015-124730,606,279.96
CA-2015-124737,250,4.224
CA-2015-124737,719,31.104
CA-2015-124737,1041,223.056
CA-2015-124737,1844,15.552
CA-2015-124737,1801,6.8
CA-2015-124737,428,143.64
CA-2015-124807,1061,35.856
CA-2015-124807,546,23.84
CA-2015-124856,140,117.36
CA-2015-124856,928,18.9
CA-2015-124856,978,77.52
CA-2015-124856,1470,1395.54
CA-2015-125136,1123,96.256
CA-2015-125136,130,10.688
CA-2015-125150,1357,232.88
CA-2015-125171,790,14.4
CA-2015-125514,96,25.96
CA-2015-125514,1216,36.27
CA-2015-125514,823,6.48
CA-2015-125542,640,348.488
CA-2015-125542,402,172.736
CA-2015-125556,239,43.8
CA-2015-125556,1284,832.93
CA-2015-125612,688,39.96
CA-2015-125612,690,21.36
CA-2015-125612,689,102.3
CA-2015-125682,1402,9.96
CA-2015-125731,882,1487.04
CA-2015-125731,784,21.728
CA-2015-125759,1706,14.56
CA-2015-125829,366,573.728
CA-2015-125829,631,21.936
CA-2015-125829,1416,19.44
CA-2015-125829,1677,447.968
CA-2015-125829,1284,666.344
CA-2015-125997,1261,801.568
CA-2015-125997,661,631.782
CA-2015-125997,1285,30.98
CA-2015-125997,50,75.18
CA-2015-125997,1351,1349.91
CA-2015-125997,1575,629.95
CA-2015-126032,360,86.376
CA-2015-126193,1218,3.828
CA-2015-126193,576,304.99
CA-2015-126193,1337,13.16
CA-2015-126200,1172,25.68
CA-2015-126200,343,12.384
CA-2015-126277,764,2.502
CA-2015-126333,1416,5.184
CA-2015-126361,973,1089.75
CA-2015-126361,975,16.4
CA-2015-126361,92,13.184
CA-2015-126361,974,447.84
CA-2015-126361,977,158.9
CA-2015-126361,976,399.96
CA-2015-126403,1421,785.88
CA-2015-126403,164,166.44
CA-2015-126403,1422,26.2
CA-2015-126403,1256,1325.85
CA-2015-126480,1556,8.56
CA-2015-126522,31,53.94
CA-2015-126683,51,6.16
CA-2015-126683,982,2348.82
CA-2015-126760,302,674.352
CA-2015-126760,953,134.01
CA-2015-126760,1618,170.97
CA-2015-126760,436,911.984
CA-2015-126802,1548,38.976
CA-2015-126907,1233,15.696
CA-2015-126963,1800,36.544
CA-2015-127012,902,12.35
CA-2015-127012,903,40.97
CA-2015-127012,274,22.96
CA-2015-127131,879,12.096
CA-2015-127131,592,25.92
CA-2015-127131,602,197.58
CA-2015-127131,880,485.88
CA-2015-127159,533,34.79
CA-2015-127166,393,107.772
CA-2015-127166,1010,18.24
CA-2015-127166,1051,56.064
CA-2015-127166,677,4.832
CA-2015-127187,1438,129.98
CA-2015-127299,776,67.344
CA-2015-127299,1658,2624.985
CA-2015-127383,1526,49.568
CA-2015-127446,540,6.096
CA-2015-127446,4,1218.735
CA-2015-127446,1250,5.904
CA-2015-127446,399,2.52
CA-2015-127446,791,15.696
CA-2015-127446,1405,24.672
CA-2015-127488,752,4.608
CA-2015-127523,363,35.91
CA-2015-127558,227,10.11
CA-2015-127558,689,20.46
CA-2015-127558,220,772.47
CA-2015-127586,1470,310.12
CA-2015-127614,1032,1256.22
CA-2015-127614,45,17.46
CA-2015-127614,481,234.45
CA-2015-127691,80,5.96
CA-2015-127691,432,159.98
CA-2015-127859,964,126.624
CA-2015-127866,1638,13.12
CA-2015-127866,1311,11.96
CA-2015-127866,524,535.41
CA-2015-127866,926,41.94
CA-2015-127936,1687,21.24
CA-2015-127964,867,25.32
CA-2015-127964,273,125.76
CA-2015-127964,866,9.99
CA-2015-128055,1290,52.98
CA-2015-128055,1190,673.568
CA-2015-128062,1877,5.88
CA-2015-128146,877,3.76
CA-2015-128146,876,1322.93
CA-2015-128209,1261,4007.84
CA-2015-128209,1188,2152.776
CA-2015-128237,760,25.44
CA-2015-128237,1474,14.88
CA-2015-128237,960,6.56
CA-2015-128237,1592,45.48
CA-2015-128524,10,22.98
CA-2015-128524,455,2033.584
CA-2015-128524,1219,102.13
CA-2015-128538,595,7.64
CA-2015-128622,509,10.95
CA-2015-128839,666,45.0
CA-2015-128839,384,209.97
CA-2015-128846,847,122.97
CA-2015-128846,174,629.95
CA-2015-128888,981,604.656
CA-2015-128986,978,93.024
CA-2015-129091,1394,675.12
CA-2015-129091,676,319.9
CA-2015-129091,154,11.36
CA-2015-129091,906,16.23
CA-2015-129147,414,19.242
CA-2015-129147,1524,539.964
CA-2015-129147,182,50.232
CA-2015-129168,999,15.552
CA-2015-129189,505,657.93
CA-2015-129189,1265,4.992
CA-2015-129189,1609,1.044
CA-2015-129189,1693,87.92
CA-2015-129364,643,6.456
CA-2015-129364,646,27.888
CA-2015-129364,1596,11.52
CA-2015-129364,56,10.368
CA-2015-129364,1597,39.072
CA-2015-129364,1595,13.88
CA-2015-129364,1442,103.92
CA-2015-129364,1536,52.68
CA-2015-129574,367,48.4
CA-2015-129819,934,12.39
CA-2015-129924,312,698.352
CA-2015-129924,311,7.712
CA-2015-129938,1221,445.802
CA-2015-130092,533,9.94
CA-2015-130155,1756,34.2
CA-2015-130274,1049,21.56
CA-2015-130421,1230,176.772
CA-2015-130428,231,1125.488
CA-2015-130428,186,4.032
CA-2015-130428,681,12.645
CA-2015-130449,6,41.88
CA-2015-130449,580,58.48
CA-2015-130575,1099,9.264
CA-2015-130624,951,59.7
CA-2015-130624,1267,19.65
CA-2015-130624,523,617.97
CA-2015-130673,1815,10.332
CA-2015-130673,737,10.368
CA-2015-130673,1797,66.96
CA-2015-130673,1442,20.784
CA-2015-130729,279,34.272
CA-2015-130813,516,19.44
CA-2015-130869,112,7.08
CA-2015-130918,1881,7.632
CA-2015-130960,282,9.84
CA-2015-131002,1414,57.69
CA-2015-131002,1387,821.88
CA-2015-131002,1415,42.81
CA-2015-131002,1416,12.96
CA-2015-131002,141,104.85
CA-2015-131009,875,362.25
CA-2015-131009,757,63.552
CA-2015-131009,1229,18.84
CA-2015-131009,402,129.552
CA-2015-131051,278,58.2
CA-2015-131247,434,205.666
CA-2015-131310,1485,123.136
CA-2015-131310,660,11.264
CA-2015-131387,1482,1679.96
CA-2015-131450,520,327.76
CA-2015-131450,519,76.12
CA-2015-131450,364,1199.976
CA-2015-131450,291,445.96
CA-2015-131527,1530,95.968
CA-2015-131541,1264,129.888
CA-2015-131541,1226,48.944
CA-2015-131541,111,14.32
CA-2015-131800,1870,122.94
CA-2015-131800,867,35.448
CA-2015-131905,553,15.0
CA-2015-131905,1141,144.95
CA-2015-131905,300,161.61
CA-2015-131926,121,2001.86
CA-2015-131926,230,1503.25
CA-2015-131926,183,25.92
CA-2015-131926,229,47.88
CA-2015-131926,228,166.72
CA-2015-131947,957,38.256
CA-2015-131947,1373,5.248
CA-2015-131947,1632,40.24
CA-2015-131947,337,148.704
CA-2015-131947,61,55.92
CA-2015-131947,1855,29.925
CA-2015-132010,890,15.18
CA-2015-132010,1058,36.4
CA-2015-132010,1853,315.2
CA-2015-132010,1719,22.96
CA-2015-132227,1549,52.064
CA-2015-132451,2,585.552
CA-2015-132451,985,19.44
CA-2015-132500,613,49.98
CA-2015-132542,1768,15.36
CA-2015-132612,122,1441.3
CA-2015-132787,425,92.52
CA-2015-132801,233,107.44
CA-2015-132864,544,119.8
CA-2015-132913,1837,13.97
CA-2015-132962,731,15.552
CA-2015-132962,732,252.0
CA-2015-132983,1117,159.98
CA-2015-133158,485,289.24
CA-2015-133158,1327,69.456
CA-2015-133228,499,5.47
CA-2015-133228,1052,79.36
CA-2015-133270,160,13.36
CA-2015-133305,1215,18.28
CA-2015-133305,317,49.12
CA-2015-133354,592,19.44
CA-2015-133389,1332,8.226
CA-2015-133424,586,44.4
CA-2015-133424,1528,15.84
CA-2015-133543,507,11.76
CA-2015-133592,1068,341.96
CA-2015-133592,39,605.88
CA-2015-133592,1036,14.94
CA-2015-133592,1718,195.64
CA-2015-133592,1084,1687.8
CA-2015-133634,1383,47.79
CA-2015-133690,191,218.75
CA-2015-133690,192,2.6
CA-2015-133704,1673,43.92
CA-2015-133704,681,20.232
CA-2015-133753,403,70.368
CA-2015-133753,438,63.984
CA-2015-133753,437,7.992
CA-2015-133809,1193,11.808
CA-2015-133809,1737,9.588
CA-2015-133830,429,26.46
CA-2015-133830,666,15.0
CA-2015-133830,1664,49.12
CA-2015-133851,691,23.1
CA-2015-133851,330,7.36
CA-2015-134061,705,17.46
CA-2015-134103,529,10.56
CA-2015-134103,158,229.94
CA-2015-134215,479,101.96
CA-2015-134215,1702,259.74
CA-2015-134215,728,255.42
CA-2015-134278,899,559.992
CA-2015-134313,653,43.176
CA-2015-134313,654,1983.968
CA-2015-134551,159,662.88
CA-2015-134551,1048,43.512
CA-2015-134551,1088,25.92
CA-2015-134572,217,744.1
CA-2015-134572,1695,401.59
CA-2015-134572,609,44.84
CA-2015-134621,1010,18.24
CA-2015-134677,431,9.09
CA-2015-134726,926,41.94
CA-2015-134726,995,52.792
CA-2015-135090,1375,53.82
CA-2015-135405,518,9.344
CA-2015-135405,200,31.2
CA-2015-135608,294,603.92
CA-2015-135608,607,45.68
CA-2015-135657,846,515.88
CA-2015-135699,1095,13.36
CA-2015-135699,1094,109.92
CA-2015-135755,110,10.896
CA-2015-135755,1624,40.176
CA-2015-135993,1720,27.6
CA-2015-135993,182,57.408
CA-2015-136280,824,5.04
CA-2015-136336,952,828.84
CA-2015-136399,294,241.568
CA-2015-136399,649,44.46
CA-2015-136399,558,395.0
CA-2015-136399,35,627.168
CA-2015-136567,345,455.1
CA-2015-136567,863,2244.48
CA-2015-136567,353,62.31
CA-2015-136567,862,122.48
CA-2015-136644,409,647.84
CA-2015-136742,698,44.91
